Código do Município,Município,Estado,Região,Ano de Referência,Código do Prestador,Prestador,Sigla do Prestador,Abrangência,Tipo de serviço,Natureza jurídica,População total do município do ano de referência:,População total atendida com esgotamento sanitário
354995,São Lourenço da Serra,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"16.067,00",4.452
355000,São Luís do Paraitinga,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"10.337,00",4.569
355010,São Manuel,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"37.289,00",34.466
355020,São Miguel Arcanjo,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"32.039,00",16.703
355030,São Paulo,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"11.451.999,00",11.144.442
355060,São Roque,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"79.484,00",39.581
355070,São Sebastião,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"81.595,00",48.642
355100,São Vicente,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"329.911,00",271.135
355110,Sarapuí,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"10.369,00",4.945
355120,Sarutaiá,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"3.704,00",2.796
355130,Sebastianópolis do Sul,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"3.130,00",2.320
355140,Serra Azul,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"12.746,00",7.280
355160,Serra Negra,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"29.894,00",19.571
355180,Sete Barras,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"12.730,00",5.915
355200,Silveiras,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.186,00",2.436
355210,Socorro,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"40.122,00",19.778
355230,Sud Mennucci,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"7.355,00",6.218
355250,Suzano,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"307.429,00",272.950
355280,Taboão da Serra,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"273.542,00",266.203
355290,Taciba,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.260,00",5.126
355300,Taguaí,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"12.669,00",11.004
355350,Tapiraí,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"7.996,00",3.722
355360,Tapiratiba,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"11.816,00",9.696
355380,Taquarituba,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"24.350,00",20.634
355385,Taquarivaí,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.876,00",2.459
355390,Tarabai,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.536,00",5.830
355395,Tarumã,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"14.882,00",14.340
355400,Tatuí,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"123.942,00",104.336
355410,Taubaté,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"310.739,00",282.152
355420,Tejupá,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"4.127,00",2.238
355430,Teodoro Sampaio,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"22.173,00",18.673
355440,Terra Roxa,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"7.904,00",7.699
355460,Timburi,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"2.464,00",1.484
355465,Torre de Pedra,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"2.046,00",1.416
355470,Torrinha,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"9.335,00",7.639
355480,Tremembé,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"51.173,00",47.446
355490,Três Fronteiras,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.804,00",5.939
355500,Tupã,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"63.928,00",58.522
355520,Turiúba,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"1.818,00",1.276
355530,Turmalina,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"1.669,00",1.247
355540,Ubatuba,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"92.981,00",38.810
355550,Ubirajara,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"5.132,00",3.090
355570,União Paulista,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"1.603,00",1.312
355580,Urânia,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"8.833,00",7.723
355590,Uru,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"1.387,00",875
355610,Valentim Gentil,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"14.098,00",12.765
355635,Vargem,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"10.512,00",3.297
355645,Vargem Grande Paulista,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"50.415,00",23.163
355650,Várzea Paulista,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"115.771,00",98.938
355695,Vitória Brasil,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"1.794,00",1.504
355715,Zacarias,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"2.692,00",1.768
355040,São Pedro,SP,Sudeste,2022,35504011,Serviço Autônomo de Água e Esgoto de São Pedro,SAAESP,Local,Água e Esgoto,Autarquia,"38.256,00",31.850
355050,São Pedro do Turvo,SP,Sudeste,2022,35505011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"7.217,00",5.119
355080,São Sebastião da Grama,SP,Sudeste,2022,35508012,Águas de São Sebastião da Grama,ASSG,Local,Água e Esgoto,Empresa privada,"10.441,00",7.996
355090,São Simão,SP,Sudeste,2022,35509011,Prefeitura Municipal de São Simão,PMSS,Local,Água e Esgoto,Administração pública direta,"13.442,00",13.374
355150,Serrana,SP,Sudeste,2022,35515011,Prefeitura Municipal de Serrana,PMS,Local,Água e Esgoto,Administração pública direta,"43.909,00",43.909
355170,Sertãozinho,SP,Sudeste,2022,35517011,Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho,SAEMAS,Local,Água e Esgoto,Autarquia,"126.887,00",126.387
355190,Severínia,SP,Sudeste,2022,35519011,Serviço Autônomo de Água e Esgoto do município de Severínia,SAAE,Local,Água e Esgoto,Autarquia,"14.576,00",14.468
355220,Sorocaba,SP,Sudeste,2022,35522011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"723.682,00",713.100
355240,Sumaré,SP,Sudeste,2022,35524012,BRK Ambiental - Sumaré S.A.,BRK,Local,Água e Esgoto,Empresa privada,"279.545,00",276.255
355255,Suzanápolis,SP,Sudeste,2022,35525511,Prefeitura Municipal de Suzanápolis,PMS,Local,Água e Esgoto,Administração pública direta,"3.408,00",2.213
355260,Tabapuã,SP,Sudeste,2022,35526011,Prefeitura Municipal de Tabapuã,PMT,Local,Água e Esgoto,Administração pública direta,"11.323,00",11.323
355270,Tabatinga,SP,Sudeste,2022,35527011,Prefeitura Municipal de Tabatinga,PMT,Local,Água e Esgoto,Administração pública direta,"14.769,00",14.585
355310,Taiaçu,SP,Sudeste,2022,35531011,Prefeitura Municipal de Taiaçu,PMT,Local,Água e Esgoto,Administração pública direta,"5.677,00",5.677
355320,Taiúva,SP,Sudeste,2022,35532011,Prefeitura Municipal de Taiuva,PMT,Local,Água e Esgoto,Administração pública direta,"6.548,00",6.548
355330,Tambaú,SP,Sudeste,2022,35533011,Prefeitura Municipal de Tambaú,DEMAET,Local,Água e Esgoto,Administração pública direta,"21.435,00",19.082
355340,Tanabi,SP,Sudeste,2022,35534012,Prefeitura Municipal de Tanabi,PMT,Local,Água e Esgoto,Administração pública direta,"25.265,00",24.339
355365,Taquaral,SP,Sudeste,2022,35536511,Prefeitura Municipal de Taquaral,PMT,Local,Água e Esgoto,Administração pública direta,"2.619,00",2.619
355370,Taquaritinga,SP,Sudeste,2022,35537011,Serviço Autônomo de Água e Esgoto de Táguaritinga,SAAET,Local,Água e Esgoto,Autarquia,"52.260,00",49.126
355450,Tietê,SP,Sudeste,2022,35545011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,"37.663,00",31.885
355475,Trabiju,SP,Sudeste,2022,35547511,Prefeitura Municipal de Trabiju,PMT,Local,Água e Esgoto,Administração pública direta,"1.682,00",1.682
355495,Tuiuti,SP,Sudeste,2022,35549512,Águas de Tuiuti SPE LTDA,AT,Local,Água e Esgoto,Empresa privada,"6.778,00",2.650
355510,Tupi Paulista,SP,Sudeste,2022,35551011,Prefeitura Municipal de Tupi Paulista,PMTP,Local,Água e Esgoto,Administração pública direta,"15.854,00",15.670
355535,Ubarana,SP,Sudeste,2022,35553511,Prefeitura Municipal de Ubarana,PMU,Local,Água e Esgoto,Administração pública direta,"5.365,00",5.365
355560,Uchoa,SP,Sudeste,2022,35556011,Prefeitura Municipal de Uchoa,PMU,Local,Água e Esgoto,Administração pública direta,"10.394,00",10.067
355600,Urupês,SP,Sudeste,2022,35560011,Prefeitura Municipal de Urupês,PMU,Local,Água e Esgoto,Administração pública direta,"13.744,00",12.359
355620,Valinhos,SP,Sudeste,2022,35562011,Departamento de Águas e Esgotos de Valinhos,DAEV,Local,Água e Esgoto,Autarquia,"126.373,00",112.505
355630,Valparaíso,SP,Sudeste,2022,35563011,Departamento de Água e Esgoto de Valparaiso,DAEV,Local,Água e Esgoto,Autarquia,"24.241,00",23.775
355640,Vargem Grande do Sul,SP,Sudeste,2022,35564011,Serviço Autônomo de Água e Esgoto,SAE,Local,Água e Esgoto,Autarquia,"40.133,00",39.539
355660,Vera Cruz,SP,Sudeste,2022,35566011,Prefeitura Municipal de Vera Cruz,PMVC,Local,Água e Esgoto,Administração pública direta,"10.176,00",8.469
355670,Vinhedo,SP,Sudeste,2022,35567011,Saneamento Básico Vinhedo,SANEBAVI,Local,Água e Esgoto,Autarquia,"76.540,00",68.921
355680,Viradouro,SP,Sudeste,2022,35568011,Saneamento Ambiental de Viradouro,SAV,Local,Água e Esgoto,Autarquia,"17.414,00",17.413
355690,Vista Alegre do Alto,SP,Sudeste,2022,35569011,Prefeitura Municipal de Vista Alegre do Alto,PMVAA,Local,Água e Esgoto,Administração pública direta,"8.109,00",7.924
355700,Votorantim,SP,Sudeste,2022,35570011,Águas de Votorantim S/A,CAV,Local,Água e Esgoto,Empresa privada,"127.923,00",122.400
355710,Votuporanga,SP,Sudeste,2022,35571011,"Superintendência de Água, Esgotos e Meio Ambiente de Votuporanga",SAEV,Local,Água e Esgoto,Autarquia,"96.634,00",96.634
355720,Chavantes,SP,Sudeste,2022,35572011,Superintendência de Água e Esgoto Chavantes,SAEC,Local,Água e Esgoto,Autarquia,"12.211,00",11.002
355730,Estiva Gerbi,SP,Sudeste,2022,35573012,Águas de Estiva Gerbi SPE LTDA,AEG,Local,Água e Esgoto,Empresa privada,"11.295,00",10.044
410010,Abatiá,PR,Sul,2022,41001011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,"7.241,00",1.350
410110,Andirá,PR,Sul,2022,41011012,SERVIÇO AUTONOMO MUNICIPAL DE ÁGUA E ESGOTO DE ANDIRÁ,SAMAE,Local,Água e Esgoto,Autarquia,"19.878,00",11.927
410240,Bandeirantes,PR,Sul,2022,41024011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"31.273,00",28.009
410590,Colorado,PR,Sul,2022,41059011,Prefeitura Municipal de Colorado,PMC,Local,Água e Esgoto,Administração pública direta,"22.896,00",18.588
410730,Doutor Camargo,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.327,00",3.323
412510,São João do Triunfo,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"13.726,00",1.675
411540,Marmeleiro,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"15.901,00",7.586
411520,Maringá,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"409.657,00",409.616
412500,São João do Ivaí,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"10.667,00",7.173
412490,São João do Caiuá,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"5.586,00",5.585
410720,Dois Vizinhos,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"44.869,00",30.652
412480,São João,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"11.886,00",6.015
411705,Nova Laranjeiras,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"12.074,00",2.481
412800,Ubiratã,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"24.749,00",10.450
412810,Umuarama,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"117.095,00",117.083
411710,Nova Londrina,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"12.923,00",12.921
410930,Guaraniaçu,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"13.735,00",5.457
412820,União da Vitória,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"55.033,00",24.033
410940,Guarapuava,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"182.093,00",182.074
412840,Uraí,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"10.406,00",10.404
412853,Ventania,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"9.681,00",3.183
410950,Guaraqueçaba,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"7.430,00",3.006
412855,Vera Cruz do Oeste,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"8.215,00",6.793
412850,Wenceslau Braz,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"19.188,00",12.139
412880,Xambrê,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"5.798,00",2.952
410960,Guaratuba,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"42.062,00",42.057
410580,Colombo,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"232.212,00",198.654
410570,Clevelândia,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"15.070,00",15.068
410560,Cidade Gaúcha,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"11.467,00",11.465
411720,Nova Olímpia,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"5.833,00",3.263
411730,Ortigueira,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"24.192,00",11.832
411750,Paiçandu,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"45.962,00",45.957
411760,Palmas,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"48.247,00",39.648
410550,Cianorte,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"79.527,00",58.348
410540,Chopinzinho,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"21.085,00",14.089
411770,Palmeira,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"33.855,00",25.200
410530,Céu Azul,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"11.087,00",8.996
410520,Cerro Azul,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"16.134,00",161
410970,Ibaiti,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"28.830,00",6.818
410510,Centenário do Sul,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"10.832,00",3.091
410490,Castro,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"73.075,00",60.049
411780,Palmital,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"13.033,00",5.373
410480,Cascavel,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"348.051,00",348.016
410470,Carlópolis,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"16.905,00",13.588
410990,Icaraíma,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"8.991,00",719
410465,Carambeí,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"23.283,00",20.376
411790,Palotina,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"35.011,00",26.934
411007,Imbaú,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"14.249,00",6.186
410450,Capanema,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"20.481,00",9.888
411010,Imbituva,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"29.924,00",19.313
410445,Cantagalo,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"10.922,00",6.297
410442,Candói,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"14.973,00",6.682
411800,Paraíso do Norte,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"13.245,00",12.189
410440,Cândido de Abreu,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"15.244,00",4.531
410430,Campo Mourão,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"99.432,00",99.422
410425,Campo Magro,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"30.160,00",12.851
410420,Campo Largo,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"136.327,00",96.447
410410,Campo do Tenente,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"7.508,00",2.366
410400,Campina Grande do Sul,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"47.825,00",43.995
410370,Cambé,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"107.208,00",107.197
411810,Paranacity,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"9.557,00",6.327
410360,Cambará,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"23.212,00",23.209
411020,Inácio Martins,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"9.670,00",3.084
410350,Califórnia,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"8.710,00",1.435
411050,Ipiranga,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"14.142,00",5.293
410345,Cafelândia,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"18.997,00",18.558
411840,Paranavaí,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"92.001,00",91.991
411060,Iporã,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"15.746,00",6.943
411850,Pato Branco,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"91.836,00",89.868
411070,Irati,PR,Sul,2022,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"59.250,00",53.499
