Código do Município,Município,Estado,Região,Ano de Referência,Código do Prestador,Prestador,Sigla do Prestador,Abrangência,Tipo de serviço,Natureza jurídica,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,ES001 - População total atendida com esgotamento sanitário
412810,Umuarama,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,110.590,110.578
411440,Mangueirinha,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,16.787,6.514
412800,Ubiratã,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,21.119,8.551
412790,Tuneiras do Oeste,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,8.599,2.316
411430,Mandirituba,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,26.411,4.495
411420,Mandaguari,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,34.281,27.975
410630,Corbélia,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,17.024,10.122
412785,Três Barras do Paraná,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.043,5.334
410620,Contenda,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,18.326,9.183
411410,Mandaguaçu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,22.531,11.408
410250,Barbosa Ferraz,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.714,3.483
412780,Tomazina,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,8.032,3.695
411400,Mamborê,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.252,8.590
412770,Toledo,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,138.572,119.642
411390,Mallet,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.595,2.625
412750,Tibagi,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,20.436,11.780
412740,Terra Roxa,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,17.439,8.519
411370,Londrina,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,563.943,563.832
410230,Balsa Nova,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.787,2.637
412720,Terra Boa,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,16.984,7.269
410210,Astorga,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,26.011,20.867
410200,Assis Chateaubriand,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,33.397,12.462
412710,Telêmaco Borba,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,78.135,64.640
412700,Teixeira Soares,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.163,2.801
410610,Conselheiro Mairinck,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,3.843,2.925
411350,Loanda,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,22.927,19.076
412667,Tamarana,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,14.548,4.159
411330,Laranjeiras do Sul,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,32.006,13.869
411320,Lapa,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,47.909,28.486
412660,Siqueira Campos,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,20.778,14.506
411280,Joaquim Távora,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.803,10.817
412630,Sengés,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,19.267,9.417
410580,Colombo,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,240.840,168.627
412610,São Tomé,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,5.693,785
411210,Jandaia do Sul,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,21.122,10.828
410190,Assaí,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,15.289,10.976
412580,São Pedro do Ivaí,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,10.915,5.738
412570,São Miguel do Iguaçu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,27.325,15.806
412560,São Mateus do Sul,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,45.806,18.514
410570,Clevelândia,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,16.671,13.650
412550,São José dos Pinhais,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,317.476,238.611
410180,Araucária,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,141.410,117.109
412510,São João do Triunfo,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,14.996,385
412500,São João do Ivaí,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,10.386,6.806
412490,São João do Caiuá,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,5.874,5.739
411180,Jacarezinho,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,39.435,39.431
412480,São João,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,10.303,5.281
411155,Ivaté,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,8.128,3.476
411150,Ivaiporã,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,32.035,4.510
412450,Santo Inácio,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,5.431,3.344
412440,Santo Antônio do Sudoeste,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,20.069,10.361
412410,Santo Antônio da Platina,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,45.728,43.112
412405,Santa Terezinha de Itaipu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,23.224,21.049
411140,Ivaí,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.791,5.282
412400,Santana do Itararé,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,5.031,1.837
410170,Araruna,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.939,8.408
412390,Santa Mariana,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.829,7.364
411125,Itaperuçu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,28.187,7.919
412350,Santa Helena,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,26.206,10.688
412340,Santa Fé,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.885,8.008
411110,Itambé,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,6.107,5.162
410560,Cidade Gaúcha,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.503,11.712
411095,Itaipulândia,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,10.961,4.083
410550,Cianorte,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,81.393,53.117
410540,Chopinzinho,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,19.343,12.716
412300,Salto do Lontra,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,14.695,6.207
412290,Salto do Itararé,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,4.973,1.871
411070,Irati,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,60.357,48.748
411060,Iporã,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,14.073,5.423
410530,Céu Azul,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.709,7.723
412265,Rosário do Ivaí,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,4.886,2.260
411050,Ipiranga,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,15.092,4.921
410160,Arapoti,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,27.925,19.155
411020,Inácio Martins,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.129,2.300
411010,Imbituva,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,32.179,18.489
411007,Imbaú,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.936,5.330
410150,Arapongas,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,121.198,88.309
410140,Apucarana,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,133.726,115.065
410520,Cerro Azul,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,17.725,158
410970,Ibaiti,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,31.142,5.763
410960,Guaratuba,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,36.595,36.591
410950,Guaraqueçaba,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,7.679,2.702
410940,Guarapuava,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,180.334,154.657
410490,Castro,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,71.151,51.419
412260,Rondon,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,9.534,5.440
410480,Cascavel,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,324.476,324.443
412240,Rolândia,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,65.757,39.452
410930,Guaraniaçu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.733,4.614
412230,Rio Negro,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,33.922,17.715
410900,Guapirama,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,3.820,2.157
412200,Rio Azul,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,15.134,5.950
412190,Ribeirão do Pinhal,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.112,8.411
412175,Reserva do Iguaçu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,7.950,1.842
410100,Ampére,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,18.989,12.613
412170,Reserva,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,26.602,13.238
412160,Renascença,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,6.818,3.687
412150,Rebouças,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,14.851,7.752
410775,Figueira,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,7.845,980
412140,Realeza,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,16.894,11.107
412120,Quitandinha,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,18.873,1.579
410860,Goioerê,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,28.962,16.136
412090,Quedas do Iguaçu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,33.788,13.876
410070,Alto Piquiri,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,9.896,5.790
410060,Alto Paraná,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,14.679,9.417
412080,Quatro Barras,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,23.199,18.282
412070,Quatiguá,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,7.420,4.038
410470,Carlópolis,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,14.283,11.172
412060,Prudentópolis,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,51.961,24.132
412050,Primeiro de Maio,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.114,4.572
410850,General Carneiro,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.735,3.570
410840,Francisco Beltrão,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,89.942,69.426
412035,Pranchita,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,5.221,2.739
410465,Carambeí,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,22.993,17.765
412862,Alto Paraíso,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,2.799,737
410450,Capanema,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,19.099,9.226
412020,Porto Rico,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,2.561,2.560
412010,Porto Amazonas,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,4.821,3.684
410445,Cantagalo,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.306,5.340
410830,Foz do Iguaçu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,258.823,244.928
412000,Porecatu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.084,13.082
411995,Pontal do Paraná,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,26.636,26.633
411990,Ponta Grossa,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,348.043,347.974
410442,Candói,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,15.903,5.290
411960,Pitanga,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,30.635,15.432
410800,Florestópolis,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,10.646,6.624
411950,Piraquara,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,111.052,90.585
410780,Floraí,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,4.953,964
411940,Piraí do Sul,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,25.291,16.737
411930,Pinhão,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,32.219,7.609
410050,Altônia,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,21.933,7.878
411920,Pinhalão,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,6.327,235
410440,Cândido de Abreu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,15.233,3.727
410430,Campo Mourão,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,94.212,94.202
411915,Pinhais,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,130.789,120.355
411850,Pato Branco,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,81.893,79.839
410425,Campo Magro,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,28.885,10.834
411750,Paiçandu,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,40.777,29.387
411730,Ortigueira,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,22.327,9.303
410400,Campina Grande do Sul,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,42.880,39.683
411720,Nova Olímpia,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,5.785,587
410370,Cambé,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,105.704,105.693
410360,Cambará,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,25.252,25.032
410345,Cafelândia,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,17.775,15.477
411710,Nova Londrina,PR,Sul,2018,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.225,11.285
410980,Ibiporã,PR,Sul,2018,41098011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,53.970,50.154
411190,Jaguapitã,PR,Sul,2018,41119011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,13.494,13.374
411200,Jaguariaíva,PR,Sul,2018,41120011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,34.683,28.335
411240,Japurá,PR,Sul,2018,41124011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,9.349,5.240
411270,Jataizinho,PR,Sul,2018,41127011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,12.536,10.542
411300,Jussara,PR,Sul,2018,41130011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,6.983,6.258
411360,Lobato,PR,Sul,2018,41136011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,4.755,4.725
411460,Marechal Cândido Rondon,PR,Sul,2018,41146011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,52.379,12.439
411480,Marialva,PR,Sul,2018,41148011,Serviço de Água e Esgoto de Marialva,SAEMA,Local,Água e Esgoto,Autarquia,35.180,20.000
411510,Mariluz,PR,Sul,2018,41151011,Prefeitura Municipal de Mariluz,PMM,Local,Água e Esgoto,Administração pública direta,10.354,4.870
411820,Paranaguá,PR,Sul,2018,41182011,Paranaguá Saneamento S/A,PS,Local,Água e Esgoto,Empresa privada,153.666,112.453
412033,Prado Ferreira,PR,Sul,2018,41203311,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,3.726,3.726
412040,Presidente Castelo Branco,PR,Sul,2018,41204011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,5.260,3.668
412180,Ribeirão Claro,PR,Sul,2018,41218011,Prefeitura Municipal de Ribeirão Claro,SAAE,Local,Água e Esgoto,Autarquia,10.693,7.000
412320,Santa Cecília do Pavão,PR,Sul,2018,41232011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,3.376,2.015
412370,Santa Isabel do Ivaí,PR,Sul,2018,41237011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,8.603,6.639
412530,São Jorge do Ivaí,PR,Sul,2018,41253011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,5.559,4.367
412650,Sertanópolis,PR,Sul,2018,41265011,Serviço Autônomo de Água e Esgoto de Sertanópolis,SAAE,Local,Água e Esgoto,Autarquia,16.323,14.238
412680,Tapejara,PR,Sul,2018,41268011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,16.062,13.450
412730,Terra Rica,PR,Sul,2018,41273011,Serviço Autônomo Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,16.652,6.294
412863,Doutor Ulysses,PR,Sul,2018,41286311,Serviço Municipal de Água e Esgoto,SAMAE,Local,Água e Esgoto,Autarquia,5.609,910
430160,Bagé,RS,Sul,2018,43016011,Departamento de Água e Esgoto de Bagé,DAEB,Local,Água e Esgoto,Autarquia,120.943,77.953
